1,1,207.81,247.3,99.61000000000001,48.93000000000001,1,1,1.0
1,2,112.57,329.42,150.32999999999998,63.77999999999997,1,1,1.0
1,3,725.1,264.8,85.60000000000002,42.80000000000001,1,1,1.0
2,1,207.81,247.3,99.61000000000001,48.93000000000001,1,1,1.0
2,2,88.98,334.66,150.32999999999998,63.77999999999997,1,1,1.0
2,3,717.24,265.67,85.60000000000002,42.80000000000001,1,1,1.0
3,1,207.81,247.3,99.61000000000001,48.93000000000001,1,1,1.0
3,2,68.88,339.03,150.33,63.78000000000003,1,1,1.0
3,3,705.88,270.04,85.60000000000002,42.799999999999955,1,1,1.0
4,1,207.81,247.3,99.61000000000001,48.93000000000001,1,1,1.0
4,2,44.42,345.15,150.32,63.78000000000003,1,1,1.0
4,3,689.27,270.04,85.60000000000002,42.799999999999955,1,1,1.0
5,1,207.81,247.3,99.61000000000001,48.93000000000001,1,1,1.0
5,2,19.95,346.89,150.33,63.79000000000002,1,1,1.0
5,3,676.17,271.79,85.60000000000002,42.799999999999955,1,1,1.0
6,1,207.81,247.3,99.61000000000001,48.93000000000001,1,1,1.0
6,2,0.7,347.8,154.72,68.12,1,1,1.0
6,3,662.19,276.16,85.59999999999991,42.799999999999955,1,1,1.0
7,1,207.81,247.3,99.61000000000001,48.93000000000001,1,1,1.0
7,2,0.0,353.92,135.3,68.10999999999996,1,1,1.0
7,3,647.33,277.03,89.09999999999991,46.32000000000005,1,1,1.0
8,1,207.81,247.3,99.61000000000001,48.93000000000001,1,1,1.0
8,2,0.0,360.03,109.1,67.27000000000004,1,1,1.0
8,3,633.35,276.16,89.10000000000002,46.31999999999999,1,1,1.0
9,1,207.81,247.3,99.61000000000001,48.93000000000001,1,1,1.0
9,2,0.0,360.03,82.9,67.27000000000004,1,1,1.0
9,3,617.62,277.91,92.63999999999999,48.94,1,1,1.0
10,1,207.81,247.3,99.61000000000001,48.93000000000001,1,1,1.0
10,2,0.0,360.03,56.7,67.27000000000004,1,1,1.0
10,3,600.15,279.66,95.26999999999998,54.19,1,1,1.0
11,1,207.81,247.3,99.61000000000001,48.93000000000001,1,1,1.0
11,2,0.0,360.03,31.4,67.27000000000004,1,1,1.0
11,3,586.17,279.66,95.2700000000001,54.19,1,1,1.0
12,1,207.81,247.3,99.61000000000001,48.93000000000001,1,1,1.0
12,3,572.19,281.4,95.26999999999998,54.200000000000045,1,1,1.0
13,1,207.81,247.3,99.61000000000001,48.93000000000001,1,1,1.0
13,3,558.21,282.28,95.26999999999998,54.190000000000055,1,1,1.0
14,1,207.81,247.3,99.61000000000001,48.93000000000001,1,1,1.0
14,3,546.85,286.65,95.26999999999998,54.19,1,1,1.0
