1,1,47.43,53.26,128.76999999999998,70.49000000000001,1,1,1.0
1,2,314.36,0.0,410.73,116.23,1,1,1.0
1,3,90.67,0.0,233.08999999999997,63.6,1,1,1.0
2,1,31.45,50.44,128.77,70.49000000000001,1,1,1.0
2,2,314.36,0.0,410.73,116.23,1,1,1.0
2,3,90.67,0.0,233.08999999999997,63.6,1,1,1.0
3,1,20.18,46.68,120.32,70.49000000000001,1,1,1.0
3,2,314.36,0.0,410.73,116.23,1,1,1.0
3,3,90.67,0.0,233.08999999999997,63.6,1,1,1.0
4,1,0.44,42.92,120.32000000000001,70.49,1,1,1.0
4,2,314.36,0.0,410.73,116.23,1,1,1.0
4,3,90.67,0.0,233.08999999999997,63.6,1,1,1.0
5,1,0.44,42.92,100.56,59.17999999999999,1,1,1.0
5,2,314.36,0.0,410.73,116.23,1,1,1.0
5,3,90.67,0.0,233.08999999999997,63.6,1,1,1.0
6,1,0.44,42.92,81.76,57.28,1,1,1.0
6,2,314.36,0.0,410.73,116.23,1,1,1.0
6,3,90.67,0.0,233.08999999999997,63.6,1,1,1.0
7,1,0.44,42.92,66.76,53.480000000000004,1,1,1.0
7,2,314.36,0.0,410.73,116.23,1,1,1.0
7,3,90.67,0.0,233.08999999999997,63.6,1,1,1.0
8,1,0.44,42.92,47.96,43.17999999999999,1,1,1.0
8,2,314.36,0.0,410.73,116.23,1,1,1.0
8,3,90.67,0.0,233.08999999999997,63.6,1,1,1.0
9,1,0.44,42.92,31.959999999999997,43.17999999999999,1,1,1.0
9,2,314.36,0.0,410.73,116.23,1,1,1.0
9,3,90.67,0.0,233.08999999999997,63.6,1,1,1.0
10,1,0.44,42.92,16.959999999999997,42.28,1,1,1.0
10,4,910.25,167.93,49.75,102.44,1,1,1.0
10,2,314.36,0.0,410.73,116.23,1,1,1.0
10,3,90.67,0.0,233.08999999999997,63.6,1,1,1.0
11,4,865.1,167.93,94.89999999999998,102.44,1,1,1.0
11,2,314.36,0.0,410.73,116.23,1,1,1.0
11,3,90.67,0.0,233.08999999999997,63.6,1,1,1.0
12,4,826.6,167.93,133.39999999999998,102.44,1,1,1.0
12,2,314.36,0.0,410.73,116.23,1,1,1.0
12,3,90.67,0.0,233.08999999999997,63.6,1,1,1.0
13,4,776.8,144.4,183.20000000000005,125.97,1,1,1.0
13,2,314.36,0.0,410.73,116.23,1,1,1.0
13,3,90.67,0.0,233.08999999999997,63.6,1,1,1.0
14,4,737.3,131.2,222.70000000000005,139.17000000000002,1,1,1.0
14,2,314.36,0.0,410.73,116.23,1,1,1.0
14,3,90.67,0.0,233.08999999999997,63.6,1,1,1.0
15,4,692.2,111.5,267.79999999999995,158.87,1,1,1.0
15,5,1.38,160.41,39.47,84.59,1,1,1.0
15,2,314.36,0.0,410.73,116.23,1,1,1.0
15,3,90.67,0.0,233.08999999999997,63.6,1,1,1.0
16,4,651.8,134.1,282.80000000000007,120.30000000000001,1,1,1.0
16,5,1.38,160.41,56.419999999999995,93.99000000000001,1,1,1.0
16,2,314.36,0.0,410.73,116.23,1,1,1.0
16,3,90.67,0.0,233.08999999999997,63.6,1,1,1.0
17,4,611.38,118.12,282.79999999999995,120.29999999999998,1,1,1.0
17,5,1.38,160.41,75.22,107.19000000000003,1,1,1.0
17,2,314.36,0.0,410.73,116.23,1,1,1.0
17,3,90.67,0.0,233.08999999999997,63.6,1,1,1.0
18,4,567.21,109.66,282.79999999999995,120.30000000000001,1,1,1.0
18,5,1.38,160.41,101.52000000000001,125.98999999999998,1,1,1.0
18,2,314.36,0.0,410.73,116.23,1,1,1.0
18,3,90.67,0.0,233.08999999999997,63.6,1,1,1.0
19,4,528.67,105.9,282.80000000000007,120.29999999999998,1,1,1.0
19,5,1.38,160.41,123.12,141.98999999999998,1,1,1.0
19,2,314.36,0.0,410.73,116.23,1,1,1.0
19,3,90.67,0.0,233.08999999999997,63.6,1,1,1.0
20,4,490.1,103.08,282.84000000000003,112.82000000000001,1,1,1.0
20,5,1.38,160.41,146.62,156.98999999999998,1,1,1.0
20,2,314.36,0.0,410.73,116.23,1,1,1.0
20,3,90.67,0.0,233.08999999999997,63.6,1,1,1.0
21,4,463.8,99.32,277.18,105.28,1,1,1.0
21,5,1.38,185.8,174.82,143.8,1,1,1.0
21,2,314.36,0.0,410.73,116.23,1,1,1.0
21,3,90.67,0.0,233.08999999999997,63.6,1,1,1.0
22,4,425.26,97.44,277.18000000000006,105.28,1,1,1.0
22,5,1.38,185.8,203.02,156.0,1,1,1.0
22,2,314.36,0.0,410.73,116.23,1,1,1.0
22,3,90.67,0.0,233.08999999999997,63.6,1,1,1.0
23,4,416.8,92.7,227.40000000000003,96.89999999999999,1,1,1.0
23,5,16.42,194.26,220.88,160.74,1,1,1.0
23,2,314.36,0.0,410.73,116.23,1,1,1.0
23,3,90.67,0.0,233.08999999999997,63.6,1,1,1.0
24,4,396.13,88.98,215.16999999999996,95.92,1,1,1.0
24,5,38.03,212.12,220.89000000000001,160.74,1,1,1.0
24,2,314.36,0.0,410.73,116.23,1,1,1.0
24,3,90.67,0.0,233.08999999999997,63.6,1,1,1.0
25,4,368.87,81.46,215.16999999999996,95.92,1,1,1.0
25,5,58.71,216.82,257.49,175.78000000000003,1,1,1.0
25,2,314.36,0.0,410.73,116.23,1,1,1.0
25,3,90.67,0.0,233.08999999999997,63.6,1,1,1.0
26,4,339.73,75.83,215.17999999999995,95.91000000000001,1,1,1.0
26,5,84.09,225.28,267.80999999999995,189.92,1,1,1.0
26,2,314.36,0.0,410.73,116.23,1,1,1.0
26,3,90.67,0.0,233.08999999999997,63.6,1,1,1.0
27,4,319.1,72.1,206.69999999999993,87.4,1,1,1.0
27,5,111.3,245.01,280.08,189.93,1,1,1.0
27,2,314.36,0.0,410.73,116.23,1,1,1.0
27,3,90.67,0.0,233.08999999999997,63.6,1,1,1.0
28,4,289.96,71.16,206.70000000000005,87.4,1,1,1.0
28,5,126.3,247.8,312.07,208.75,1,1,1.0
28,2,314.36,0.0,410.73,116.23,1,1,1.0
28,3,90.67,0.0,233.08999999999997,63.6,1,1,1.0
29,4,289.96,71.16,173.84000000000003,75.14000000000001,1,1,1.0
29,5,172.35,268.48,341.25,222.82,1,1,1.0
29,2,314.36,0.0,410.73,116.23,1,1,1.0
29,3,90.67,0.0,233.08999999999997,63.6,1,1,1.0
30,4,263.65,65.52,173.83000000000004,75.14,1,1,1.0
